Script started.
loading dataset mnist
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: weight=tensor([0.7777, 0.6287], device='cuda:0', requires_grad=True) train_loss=[1.4273628 1.6867273], train_acc=[0.52435 0.42965]
46/100: weight=tensor([0.7147, 0.6995], device='cuda:0', requires_grad=True) train_loss=[0.33288625 0.5520745 ], train_acc=[0.8929 0.7973]
48/100: weight=tensor([0.6556, 0.7551], device='cuda:0', requires_grad=True) train_loss=[0.35306355 0.53991413], train_acc=[0.8848  0.80425]
50/100: weight=tensor([0.6791, 0.7341], device='cuda:0', requires_grad=True) train_loss=[0.33457607 0.5575824 ], train_acc=[0.8925  0.79825]
52/100: weight=tensor([0.7077, 0.7065], device='cuda:0', requires_grad=True) train_loss=[0.3172583 0.547075 ], train_acc=[0.8979  0.80185]
54/100: weight=tensor([0.6777, 0.7353], device='cuda:0', requires_grad=True) train_loss=[0.32011235 0.5271407 ], train_acc=[0.8948 0.8068]
56/100: weight=tensor([0.6486, 0.7611], device='cuda:0', requires_grad=True) train_loss=[0.2966598 0.5497043], train_acc=[0.9066 0.7997]
58/100: weight=tensor([0.6884, 0.7253], device='cuda:0', requires_grad=True) train_loss=[0.29960743 0.53711504], train_acc=[0.9015 0.8042]
60/100: weight=tensor([0.6950, 0.7190], device='cuda:0', requires_grad=True) train_loss=[0.289397  0.5339795], train_acc=[0.9074 0.8019]
62/100: weight=tensor([0.6035, 0.7974], device='cuda:0', requires_grad=True) train_loss=[0.29678297 0.5320107 ], train_acc=[0.90505 0.80615]
64/100: weight=tensor([0.6407, 0.7678], device='cuda:0', requires_grad=True) train_loss=[0.31112733 0.5399157 ], train_acc=[0.90205 0.79815]
66/100: weight=tensor([0.6584, 0.7527], device='cuda:0', requires_grad=True) train_loss=[0.31528234 0.5370083 ], train_acc=[0.89935 0.8004 ]
68/100: weight=tensor([0.6725, 0.7401], device='cuda:0', requires_grad=True) train_loss=[0.28635532 0.52697456], train_acc=[0.90725 0.81005]
70/100: weight=tensor([0.6112, 0.7914], device='cuda:0', requires_grad=True) train_loss=[0.2859577  0.51006657], train_acc=[0.9068  0.81455]
72/100: weight=tensor([0.6757, 0.7371], device='cuda:0', requires_grad=True) train_loss=[0.27928185 0.53336954], train_acc=[0.9131 0.8022]
74/100: weight=tensor([0.6387, 0.7695], device='cuda:0', requires_grad=True) train_loss=[0.2835337 0.5163951], train_acc=[0.9091 0.8113]
76/100: weight=tensor([0.6646, 0.7472], device='cuda:0', requires_grad=True) train_loss=[0.28137678 0.5158054 ], train_acc=[0.90755 0.8106 ]
78/100: weight=tensor([0.6643, 0.7475], device='cuda:0', requires_grad=True) train_loss=[0.28514948 0.5110857 ], train_acc=[0.90795 0.8139 ]
80/100: weight=tensor([0.6576, 0.7534], device='cuda:0', requires_grad=True) train_loss=[0.27405736 0.515429  ], train_acc=[0.9132 0.811 ]
82/100: weight=tensor([0.6951, 0.7190], device='cuda:0', requires_grad=True) train_loss=[0.2739226 0.5181985], train_acc=[0.91305 0.809  ]
84/100: weight=tensor([0.6455, 0.7638], device='cuda:0', requires_grad=True) train_loss=[0.28817225 0.5090157 ], train_acc=[0.905   0.81395]
86/100: weight=tensor([0.6784, 0.7347], device='cuda:0', requires_grad=True) train_loss=[0.2696372 0.5049145], train_acc=[0.914   0.81905]
88/100: weight=tensor([0.6702, 0.7422], device='cuda:0', requires_grad=True) train_loss=[0.2746072 0.5012157], train_acc=[0.91155 0.8178 ]
90/100: weight=tensor([0.6795, 0.7336], device='cuda:0', requires_grad=True) train_loss=[0.27175078 0.50054467], train_acc=[0.91225 0.81825]
92/100: weight=tensor([0.6619, 0.7496], device='cuda:0', requires_grad=True) train_loss=[0.26926905 0.51248944], train_acc=[0.91375 0.81505]
94/100: weight=tensor([0.7164, 0.6977], device='cuda:0', requires_grad=True) train_loss=[0.27583393 0.50149125], train_acc=[0.91175 0.82075]
96/100: weight=tensor([0.6340, 0.7734], device='cuda:0', requires_grad=True) train_loss=[0.2801221 0.5065093], train_acc=[0.9099  0.81575]
98/100: weight=tensor([0.6634, 0.7482], device='cuda:0', requires_grad=True) train_loss=[0.26645073 0.49174646], train_acc=[0.9152 0.8209]
100/100: weight=tensor([0.6439, 0.7651], device='cuda:0', requires_grad=True) train_loss=[0.29466835 0.49361113], train_acc=[0.90685 0.82175]
**** Time taken for fashion_and_mnist_4 = 1770.1133530139923
**** Time taken for fashion_and_mnist = 9905.26910686493
